2018-04-13 08:14:22,,61,367,This is Paul Ryan. Exactly. 100%. Fuck Paul Ryan. https://t.co/MYxN9jOas8,"[[[-74.988897, 39.810025], [-74.908642, 39.810025], [-74.908642, 39.87514], [-74.988897, 39.87514]]]","Voorhees, NJ",United States,US,city 
2018-04-11 21:24:42,"Pennsylvania, USA",7,76,"As Speaker of the House, Paul Ryan will soon be done

Another Trump toadie jumping ship? Yes, he is one.

Unscrambl… https://t.co/c8UWA6VTXV","[[[-75.719751, 41.369442], [-75.617789, 41.369442], [-75.617789, 41.469377], [-75.719751, 41.469377]]]","Scranton, PA",United States,US,city
2018-04-11 21:24:16,"Hanover, NH",192,299,YEP. “This is the first positive thing for women Paul Ryan has done in his 19 years in office.” - @NARAL https://t.co/8tf0zPtIPQ,"[[[-72.30265, 43.684229], [-72.250859, 43.684229], [-72.250859, 43.733431], [-72.30265, 43.733431]]]","Hanover, NH",United States,US,city
2018-04-11 21:23:11,New York City,9672,984,@jonfavs @SmelOdiesOG Paul Ryan acquiesced to Trump’s every whim in a way that’d make it harder for a successor to be any more complicit.,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 21:23:07,,35,138,Anyone else not buying Paul Ryan’s decision to retire at the end of his current term. Sounds like someone’s gearing… https://t.co/aU3JJeHdZw,"[[[-73.933612, 40.785365], [-73.765271, 40.785365], [-73.765271, 40.91533], [-73.933612, 40.91533]]]","Bronx, NY",United States,US,city
2018-04-11 21:22:49,United States,4090,3882,"""The reason Paul Ryan is leaving is that he wants to spend more time with his kids. Period.""
Chuck Todd ""Oh, I know… https://t.co/TCCDXZVuI7","[[[-179.231086, 13.182335], [179.859685, 13.182335], [179.859685, 71.434357], [-179.231086, 71.434357]]]",United States,United States,US,country
2018-04-11 21:21:01,"San Diego, California",4655,5099,"@jwitmer You have a new pic! Hello non-cartoon looking Joel 👋🏼

Knowing Paul Ryan has less than a year left in office just feels right.","[[[-117.282538, 32.53962], [-116.9274403, 32.53962], [-116.9274403, 33.0804044], [-117.282538, 33.0804044]]]","San Diego, CA",United States,US,city
2018-04-11 21:20:59,,3943,4681,"#WeekendDadRyan

The House works apprx 135 days a year. A working person with 2 wks vacation works 240.
Many people… https://t.co/VZGuFIxWA3","[[[-114.818269, 31.3322463], [-109.0451527, 31.3322463], [-109.0451527, 37.004261], [-114.818269, 37.004261]]]","Arizona, USA",United States,US,admin
2018-04-11 21:20:59,"Orlando, FL",529,730,"She’s right! Paul Ryan was a pillar of strength, combating the President on his constant abuse of powahahahahahahah… https://t.co/W3sSsYcRvx","[[[-81.351673, 28.4804335], [-81.310421, 28.4804335], [-81.310421, 28.514743], [-81.351673, 28.514743]]]","Conway, FL",United States,US,city
2018-04-11 21:20:26,Midwest / East Coast,330,138,@RachelSokora Omg I first thought that was PAUL Ryan that tweeted that,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 21:20:08,"Naples, FL",22,146,@edz_4Vols80 Ryan's retirement further signals that the GOP's House majority is in extreme danger https://t.co/MqJAX0cGDP,"[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]","Florida, USA",United States,US,admin
2018-04-11 21:19:20,"Byron Center, MI",73,148,So this is the tweet that Paul Ryan actually reads??? https://t.co/NEPIrbYe5G,"[[[-85.752806, 42.797324], [-85.703027, 42.797324], [-85.703027, 42.826955], [-85.752806, 42.826955]]]","Byron Center, MI",United States,US,city
2018-04-11 21:19:16,,5429,2278,At least Paul Ryan will be available for the Saved by the Bell Reunion now. https://t.co/G0Y9ZkfPMd,"[[[144.593741856, -38.433859306], [145.512528832, -38.433859306], [145.512528832, -37.5112737225], [144.593741856, -37.5112737225]]]","Melbourne, Victoria",Australia,AU,city
2018-04-11 21:19:14,,143,618,"For those of you who are upset Paul Ryan is leaving Congress, two points. He sold his soul a long time ago. And his… https://t.co/vIkJX2Gufg","[[[-73.894691, 41.046491], [-73.830903, 41.046491], [-73.830903, 41.087041], [-73.894691, 41.087041]]]","Tarrytown, NY",United States,US,city
2018-04-11 21:18:52,"Apple Valley, CA",550,154,"More like Paul (quit) (T)Ryan(‘) 

AM I RITE?!","[[[-117.47182, 34.437542], [-117.254315, 34.437542], [-117.254315, 34.624902], [-117.47182, 34.624902]]]","Victorville, CA",United States,US,city
2018-04-11 21:18:33,"Los Angeles, CA",801,1065,"While we’re all “mourning” the end of Paul Ryan’s political career today, just a reminder that on top of everything… https://t.co/BbJj3TyV0z","[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]","Los Angeles, CA",United States,US,city
2018-04-11 21:18:22,california,215,242,@chucktodd chuck the retirement of Paul Ryan. Leading GOP Candidate is Paul Nehlen a white supremacist. Big change… https://t.co/Hu9Ppjzbom,"[[[-81.520362, 28.061951], [-81.432991, 28.061951], [-81.432991, 28.218482], [-81.520362, 28.218482]]]","Poinciana, FL",United States,US,city
2018-04-11 21:17:46,,85,97,Megan McCain on the view today so misguided talking over other does not make what you say true. Paul Ryan  quite bc he nos he be voted out.,"[[[-87.790221, 41.469705], [-87.7030874, 41.469705], [-87.7030874, 41.492177], [-87.790221, 41.492177]]]","Richton Park, IL",United States,US,city
2018-04-11 21:16:54,"Cambridge, MN",5864,5951,@BossyLadySunday @barrossmith59 @lrcpt @ItsMeCathi @CKnSD619 @My_corner_table @deeanne_hanks @PeachDreaG… https://t.co/rBosFFDTUj,"[[[-93.253889, 45.529174], [-93.189856, 45.529174], [-93.189856, 45.598025], [-93.253889, 45.598025]]]","Cambridge, MN",United States,US,city
2018-04-11 21:16:07,"Boston, MA",1107,1479,"“A scam of a party says goodbye to its top fraud”

I love it when language is used so simply, directly, and accurat… https://t.co/mWI2YvZ24l","[[[-73.508143, 41.187054], [-69.858861, 41.187054], [-69.858861, 42.8868241], [-73.508143, 42.8868241]]]","Massachusetts, USA",United States,US,admin
2018-04-11 21:14:24,"California, USA",220,1432,Paul Ryan served himself first and foremost. https://t.co/1NQiQRy8Yr,"[[[-122.190523, 37.362824], [-122.097537, 37.362824], [-122.097537, 37.465918], [-122.190523, 37.465918]]]","Palo Alto, CA",United States,US,city
2018-04-11 21:13:30,Manchester Md,26,172,@TomFitton @JudicialWatch @realDonaldTrump Where in the hell is Mitch McConnell and Paul Ryan been keeping their mo… https://t.co/t5oqgAww44,"[[[-84.3219475, 33.752879], [-75.40012, 33.752879], [-75.40012, 36.588118], [-84.3219475, 36.588118]]]","North Carolina, USA",United States,US,admin
2018-04-11 21:13:28,Deutschland,10229,50,'Paul Ryan' just started trending with 479189 tweets. More trends at https://t.co/p8qpEIM5hj #trndnl,"[[[13.088304, 52.338079], [13.760909, 52.338079], [13.760909, 52.675323], [13.088304, 52.675323]]]","Berlin, Germany",Germany,DE,city
2018-04-11 21:12:54,,4075,4005,So glad Paul Ryan is not running for Speaker of the House. He and his Wife are Democrat's pretending to work with P… https://t.co/z8EFO1mzf2,"[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]","Georgia, USA",United States,US,admin
2018-04-11 21:12:41,,78,118,Paul Ryan Exit Paves the Way for Steve Scalise https://t.co/vzGIheFukc #Newsmax via @Newsmax_Media. Outstanding. He'll be good.,"[[[-94.916194, 32.3533194], [-94.8069567, 32.3533194], [-94.8069567, 32.425799], [-94.916194, 32.425799]]]","Kilgore, TX",United States,US,city
2018-04-11 21:12:35,"Leawood, KS",295,567,Rumor is that Paul Ryan got a tattoo today that says “No Regerts”.,"[[[-94.649333, 38.8468066], [-94.6078828, 38.8468066], [-94.6078828, 38.984379], [-94.649333, 38.984379]]]","Leawood, KS",United States,US,city
2018-04-11 21:12:14,,2918,3042,"House Speaker Paul Ryan's retirement sparks debate about successor, and party's future

https://t.co/cQgAxuaUyv Wel… https://t.co/df1KOUxy6A","[[[-87.709424, 37.1491052], [-87.67099, 37.1491052], [-87.67099, 37.185343], [-87.709424, 37.185343]]]","Dawson Springs, KY",United States,US,city
2018-04-11 21:11:47,"Irvine, CA",408,382,"Good riddance, Paul Ryan. We don’t need any more Trump-enabling politicians in office. Hopefully your replacement h… https://t.co/gj3wujBSKM","[[[-117.86894, 33.606077], [-117.695781, 33.606077], [-117.695781, 33.773387], [-117.86894, 33.773387]]]","Irvine, CA",United States,US,city
2018-04-11 21:11:37,New Jersey,66,477,"I’m calling it now, Paul Ryan will run for President in the 2020 election","[[[-74.419345, 39.372591], [-74.353374, 39.372591], [-74.353374, 39.423841], [-74.419345, 39.423841]]]","Brigantine, NJ",United States,US,city
2018-04-11 21:11:17,Frontier Saloon,256,486,"@RealAlexJones in front of the @WhiteHouse as Paul Ryan does not seek re-election
https://t.co/036gKXHRBs","[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]","Pennsylvania, USA",United States,US,admin
2018-04-11 21:10:38,"Houston, TX",165,487,I haven’t stopped laughing about Paul Ryan all day.,"[[[-95.661376, 30.10764], [-95.418329, 30.10764], [-95.418329, 30.254863], [-95.661376, 30.254863]]]","The Woodlands, TX",United States,US,city
2018-04-11 21:10:07,"Arroyo Grande, CA",2827,4154,"JFTR, @SpeakerRyan, you’re a bigger piece of shit than this article makes you out to be. And it makes you out to be… https://t.co/hiUEAU0zyw","[[[-120.71213, 35.235477], [-120.6177997, 35.235477], [-120.6177997, 35.314141], [-120.71213, 35.314141]]]","San Luis Obispo, CA",United States,US,city
2018-04-11 21:09:53,"San Francisco, CA",192,218,good morning from Japan Paul Ryan used to annoy the shit out of my mom with his little power points when he was jus… https://t.co/IPfM4bpqHK,"[[[133.858492, 34.449646], [134.034175, 34.449646], [134.034175, 34.578723], [133.858492, 34.578723]]]","Tamano-shi, Okayama",Japan,JP,city
2018-04-11 21:06:51,,1144,3630,Paul Ryan has two first names and no last name and that’s why Reagan would be disappointed,"[[[20.8525518, 52.0977088], [21.2710282, 52.0977088], [21.2710282, 52.3679617], [20.8525518, 52.3679617]]]","Warsaw, Poland",Poland,PL,city
2018-04-11 21:06:24,Orlando Flor I Duh,25,23,@WalshFreedom Joe just hoping that the Republican Taliban Party is gone for good And take Faux News the Republican… https://t.co/RJwpiYjw9s,"[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]","Florida, USA",United States,US,admin
2018-04-11 21:05:30,,5117,5036,"@JonBowzerBauman @JoaniSparkles 

Actually, Crooked Lyin Paul Ryan will Cash IN after quitting, not Cash out","[[[-83.666292, 42.431361], [-83.552729, 42.431361], [-83.552729, 42.505339], [-83.666292, 42.505339]]]","Lyon, MI",United States,US,city
2018-04-11 21:04:10,"California, USA",350,420,"Paul Ryan’s legacy will ALWAYS be linked to Trump, nothing else. That’s BAD!","[[[-121.743662, 36.7491011], [-121.619853, 36.7491011], [-121.619853, 36.861049], [-121.743662, 36.861049]]]","Prunedale, CA",United States,US,city
2018-04-11 21:03:24,"Philadelphia, PA",817,1435,Remember when the tax bill passed and Paul Ryan got 500K dollars from the Koch Bro for his campaign?  Now Paul Ryan isnt seeking reelection.,"[[[-75.563587, 38.788657], [-73.88506, 38.788657], [-73.88506, 41.357424], [-75.563587, 41.357424]]]","New Jersey, USA",United States,US,admin
2018-04-11 21:01:34,"Idaho, USA",246,317,"Mitt Romney💩 started the ""Never Trump"" 

I say:
NEVER EVER ROMNEY!!!!
He's a trader, anti-Trump, anti-American!!!… https://t.co/Y7b1RvEkUL","[[[-117.243028, 41.987982], [-111.0434969, 41.987982], [-111.0434969, 49.001121], [-117.243028, 49.001121]]]","Idaho, USA",United States,US,admin
2018-04-11 21:01:29,"Cutchogue, NY",195,299,@CNN @CNNOpinion Wrong.  Wrong.  Paul Ryan never wanted to be Speaker.  He passed tax cuts and we knew he was going… https://t.co/yqQHoP8dj1,"[[[-72.508204, 40.988252], [-72.453145, 40.988252], [-72.453145, 41.03], [-72.508204, 41.03]]]","Cutchogue, NY",United States,US,city
2018-04-11 21:01:05,,28,108,@BryanDawsonUSA @joncoopertweets Paul Ryan always was a fraud. I wouldn't be suprised if he committed crimes while… https://t.co/CyBH6PBCZx,"[[[-124.081923, 44.414512], [-124.055864, 44.414512], [-124.055864, 44.435265], [-124.081923, 44.435265]]]","Waldport, OR",United States,US,city
2018-04-11 21:00:06,"Green Fields Colony Sector 43,",16,90,"(The Truth is That 3) House Speaker Paul Ryan. I Have The Spirit Of Spanish Conquistador, Who Brutally Colonised Th… https://t.co/roapTr4ss8","[[[77.149786, 28.156842], [77.551977, 28.156842], [77.551977, 28.505585], [77.149786, 28.505585]]]","Faridabad, India",India,IN,city
2018-04-11 20:59:39,"Moonbeam, Ontario",531,1229,@FoxNews @SpeakerRyan @dailybriefing I hope you are happy I swear to God you had fed us to this bastard!  Paul Ryan… https://t.co/hDmqqSvBl6,"[[[-106.645646, 25.837092], [-93.508131, 25.837092], [-93.508131, 36.500695], [-106.645646, 36.500695]]]","Texas, USA",United States,US,admin
2018-04-11 20:59:22,"Ventura, CA",258,522,I agree Paul Ryan did not pass “tax reform“ if he did the RichWould not be getting outrageously richer and the poor… https://t.co/JJTPBwBUkW,"[[[-119.321696, 34.23444], [-119.136287, 34.23444], [-119.136287, 34.344939], [-119.321696, 34.344939]]]","Ventura, CA",United States,US,city
2018-04-11 20:58:59,"Brooklyn, NY",1591,2097,I’m actually really sad Paul Ryan is stepping down as I was  looking forward to watching his concession speech in November.,"[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city
2018-04-11 20:57:01,"California, USA",220,174,@MJustSaying4u @ABOwarrior Paul Ryan..The speaker of the house he just announced his resignation today,"[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]","Los Angeles, CA",United States,US,city
2018-04-11 20:56:49,"Tilburg, Nederland",1502,4982,"Players who won the Champions League: Ryan Bertrand, Jonathan Greening, Paul Lambert, Anderson

Players who never w… https://t.co/9cONmcxXNm","[[[4.9479152, 51.5294472], [5.1793323, 51.5294472], [5.1793323, 51.640588], [4.9479152, 51.640588]]]","Tilburg, Nederland",The Netherlands,NL,city
2018-04-11 20:56:34,"New York, USA",5034,5015,"There once was a man named Paul Ryan

Who wasted his whole career tryin'

To slash funds for the poor

On the sick… https://t.co/pwbDvneZJX","[[[-73.95678520202637, 40.76422632379533], [-73.95678520202637, 40.76422632379533], [-73.95678520202637, 40.76422632379533], [-73.95678520202637, 40.76422632379533]]]",Memorial Sloan-Kettering Cancer Center,United States,US,poi
2018-04-11 20:56:22,Texas,546,726,"@realDonaldTrump Besides, most people on welfare are short term or disabled and caregivers. You and Paul Ryan share… https://t.co/reEh6ujc29","[[[-96.85743, 32.9971507], [-96.612371, 32.9971507], [-96.612371, 33.1253341], [-96.85743, 33.1253341]]]","Plano, TX",United States,US,city
2018-04-11 20:56:07,,441,1931,"Bright future? Good hands?

How fucking strong is Paul Ryan's gear? https://t.co/6rxOheizVK","[[[-51.3061478, -30.2688069], [-51.012471, -30.2688069], [-51.012471, -29.9308654], [-51.3061478, -29.9308654]]]","Porto Alegre, Brazil",Brazil,BR,city
2018-04-11 20:55:10,"Florida, USA",5863,4545,@jerome_corsi @AmericanVoterUS @realDonaldTrump ...and the beat goes on! Good riddance PAUL RYAN! 🐘🍀🐘,"[[[-81.508635, 28.420712], [-81.474987, 28.420712], [-81.474987, 28.493573], [-81.508635, 28.493573]]]","Doctor Phillips, FL",United States,US,city
2018-04-11 20:54:40,"New Orleans, LA",224,499,@cnni If you’re buying this “family man misses his kids” baloney from Paul Ryan I’ve got some real estate to sell you.,"[[[-90.137908, 29.889574], [-89.884108, 29.889574], [-89.884108, 30.075628], [-90.137908, 30.075628]]]","New Orleans, LA",United States,US,city
2018-04-11 20:54:27,"Landlocked in Dallas, Texas",786,205,"Paul Ryan doesn’t have a nodding acquaintance with what’s right. 

The Beltway media are a bunch of useless fucks just like Ryan.","[[[-96.977527, 32.620678], [-96.54598, 32.620678], [-96.54598, 33.019039], [-96.977527, 33.019039]]]","Dallas, TX",United States,US,city
2018-04-11 20:54:14,"Baltimore, Maryland",1299,906,"Democrats have a shot at winning Paul Ryan's seat

https://t.co/wXlEEN6OcH","[[[-76.58223, 39.3715664], [-76.5200946, 39.3715664], [-76.5200946, 39.402079], [-76.58223, 39.402079]]]","Parkville, MD",United States,US,city
2018-04-11 20:51:46,"Fort Worth, TX",7,28,Paul Ryan not seeking re-election. Smart move-the Republicans and their revered POTUS are screwed come mid-term ele… https://t.co/BsaI4HNZVl,"[[[-97.538285, 32.569477], [-97.033542, 32.569477], [-97.033542, 32.990456], [-97.538285, 32.990456]]]","Fort Worth, TX",United States,US,city
2018-04-11 20:51:14,"Wisconsin, USA",635,552,"@TrudyKarlson There's this, too:

https://t.co/NObTqd3h7Z","[[[-92.889433, 42.491921], [-86.24955, 42.491921], [-86.24955, 47.309715], [-92.889433, 47.309715]]]","Wisconsin, USA",United States,US,admin
2018-04-11 20:50:28,"Florida, USA",78,91,@washingtonpost Paul Ryan was no leader.  He was the student who became a soldier for the 1%.,"[[[-82.174795, 26.953081], [-82.057555, 26.953081], [-82.057555, 27.032115], [-82.174795, 27.032115]]]","Port Charlotte, FL",United States,US,city
2018-04-11 20:49:43,Top of the World,90970,90678,@NathanLerner Paul Ryan was always one of those extremists.,"[[[-179.231086, 51.175093], [179.859685, 51.175093], [179.859685, 71.434357], [-179.231086, 71.434357]]]","Alaska, USA",United States,US,admin
2018-04-11 20:49:25,Pasadena area,59,414,Goodbye Paul Ryan!!! Thank God,"[[[-118.198346, 34.117025], [-118.065582, 34.117025], [-118.065582, 34.237595], [-118.198346, 34.237595]]]","Pasadena, CA",United States,US,city
2018-04-11 20:49:13,"Arizona, USA",757,4888,@human_dis4ster @dani_roper It’s obviously more important to give tax breaks to the wealthy. Thanks Paul Ryan. Glad you’re going.,"[[[-111.894548, 33.306275], [-111.5805834, 33.306275], [-111.5805834, 33.505234], [-111.894548, 33.505234]]]","Mesa, AZ",United States,US,city
2018-04-11 20:49:05,"Anchorage, AK",678,1458,Will a free and unencumbered Paul Ryan find his spine as Devin Nunes threatens Rosenstein and Wray? https://t.co/8OHO69GGTS,"[[[-150.0352589, 61.043884], [-149.48233, 61.043884], [-149.48233, 61.426201], [-150.0352589, 61.426201]]]","Anchorage, AK",United States,US,city
2018-04-11 20:48:55,Seattle,18912,18535,House Republicans were just blindsided by a second major retirement after Paul Ryan’s announcement - https://t.co/yYRK5pAKTt,"[[[-122.436232, 47.4953154], [-122.2249728, 47.4953154], [-122.2249728, 47.734319], [-122.436232, 47.734319]]]","Seattle, WA",United States,US,city
2018-04-11 20:48:20,"McLean, VA",9643,900,"I don’t care 🤷‍♀️ about Ryan retirement. He deserves it.
I have stores closing in York PA County. I have opioid cri… https://t.co/arX44TWA2Z","[[[-77.158594, 38.940225], [-77.078411, 38.940225], [-77.078411, 39.0224493], [-77.158594, 39.0224493]]]","Bethesda, MD",United States,US,city
2018-04-11 20:48:05,"Pennsylvania, USA",541,391,"Regardless of how you view Paul Ryan, he is a good man with strong values and wants to be with his family. https://t.co/3AIJNIT340","[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]","Pennsylvania, USA",United States,US,admin
2018-04-11 20:45:40,NYC,1054,1620,@Grumpy_Gail Your description of Paul Ryan was so perfect!! Look forward to reading your tweets!,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 20:45:28,"Las Vegas, NV (210 Raised Me)",1967,489,Paul Ryan is retiring just to play more Fortnite.,"[[[-115.1581427, 35.917793], [-114.918531, 35.917793], [-114.918531, 36.094719], [-115.1581427, 36.094719]]]","Henderson, NV",United States,US,city
2018-04-11 20:45:23,"St Louis, MO",305,506,@realDonaldTrump No need to ask questions! He left a legacy behind and sold his soul to the trump greed train!! Mov… https://t.co/lMWZT0e25u,"[[[-90.5706573, 38.737756], [-90.464711, 38.737756], [-90.464711, 38.848337], [-90.5706573, 38.848337]]]","St Charles, MO",United States,US,city
2018-04-11 20:45:22,,450,486,I think Paul Ryan resigning says everything about how he expects the republicans and Trump to wind up in the near f… https://t.co/6T8PREUiMB,"[[[144.593741856, -38.433859306], [145.512528832, -38.433859306], [145.512528832, -37.5112737225], [144.593741856, -37.5112737225]]]","Melbourne, Victoria",Australia,AU,city
2018-04-11 20:43:56,"Arkansas, USA",3273,3524,Can't wait till lou dobbs to see how well he contains his composure of happiness about Paul Ryan leaving........lollollollollol,"[[[-94.61771, 33.004106], [-89.644838, 33.004106], [-89.644838, 36.499767], [-94.61771, 36.499767]]]","Arkansas, USA",United States,US,admin
2018-04-11 20:43:55,Chicago,141,439,Paul Ryan has no principles. He tried to disband the American safety net every chance he got. He is more like the c… https://t.co/Wz3hUOuSRe,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 20:43:42,"Westport,CT",40,224,"Paul Ryan has been a lying, self-serving crook and has done NOTHING for americans and EVERYTHING for the R donor cl… https://t.co/S375Ac9u0S","[[[-73.502636, 41.055206], [-73.379243, 41.055206], [-73.379243, 41.257357], [-73.502636, 41.257357]]]","Norwalk, CT",United States,US,city
2018-04-11 20:43:02,"Raleigh, NC",271,705,"Meanwhile, the NRA is loving life. American focused on Cohen, Porn Stars, Syria, Paul Ryan, Facebook AND NOT SENSIB… https://t.co/C6OrrNcc9P","[[[-78.818343, 35.7158045], [-78.497331, 35.7158045], [-78.497331, 35.9721579], [-78.818343, 35.9721579]]]","Raleigh, NC",United States,US,city
2018-04-11 20:40:56,new york city,678,1146,"@CNN @JohnJHarwood @ForecasterEnten Doubt it.
Most Conservatives HATE traitor Paul Ryan!","[[[-73.933612, 40.785365], [-73.765271, 40.785365], [-73.765271, 40.91533], [-73.933612, 40.91533]]]","Bronx, NY",United States,US,city
2018-04-11 20:40:52,"Santa Clarita, CA",26,193,@CharlesMBlow Yup! Ole PAUL Ryan is the quicker fucker upper 💩💩   Lied and blackmailed his way to the speakership t… https://t.co/8flu3WvFMv,"[[[-118.6278742, 34.3474831], [-118.3786434, 34.3474831], [-118.3786434, 34.483779], [-118.6278742, 34.483779]]]","Santa Clarita, CA",United States,US,city
2018-04-11 20:39:24,"Florida, USA",2222,2990,I did my happy dance 💃 when I heard Paul Ryan is leaving. He is going to run for president in 18. Bet you a dollar.… https://t.co/WxjCorZJJG,"[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]","Florida, USA",United States,US,admin
2018-04-11 20:39:16,"The Woodlands, TX",89,67,@CNN Republicans are getting smarter and hopefully Democrats are realizing they need to SWITCH to Republican!   Pre… https://t.co/eDgsvHglWw,"[[[-95.661376, 30.10764], [-95.418329, 30.10764], [-95.418329, 30.254863], [-95.661376, 30.254863]]]","The Woodlands, TX",United States,US,city
2018-04-11 20:39:09,"Austin, TX",279,1294,"Zuckerberg testifying, NHL playoffs, Mueller/Rosenstein possible firing, Real vs Juve game, Syria &amp; Russia debacle,… https://t.co/n6aAtKtPGu","[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]]","Austin, TX",United States,US,city
2018-04-11 20:38:17,,42,33,@DanaPerino @SpeakerRyan @dailybriefing @FoxNews Bye Paul Ryan! Thanks for helping the Republicans hold up their disastrous agenda.,"[[[-124.482003, 32.528832], [-114.131212, 32.528832], [-114.131212, 42.009519], [-124.482003, 42.009519]]]","California, USA",United States,US,admin
2018-04-11 20:38:16,,66,92,@CNNPolitics Paul Ryan @Paul Ryan you sound like a good Catholic good for you!,"[[[-106.7916912, 35.0158912], [-106.473745, 35.0158912], [-106.473745, 35.218114], [-106.7916912, 35.218114]]]","Albuquerque, NM",United States,US,city
2018-04-11 20:37:46,"Redondo Beach, CA",5637,6154,The best thing that could happen to Paul Ryan's kids is for him to stay as far away from them as possible throughou… https://t.co/kOAfybbJpe,"[[[-118.4019312, 33.814689], [-118.352695, 33.814689], [-118.352695, 33.8946492], [-118.4019312, 33.8946492]]]","Redondo Beach, CA",United States,US,city
2018-04-11 20:36:48,"Atlanta, GA",729,709,John Boehner got closer to a long term solution for our deficit/debt than Paul Ryan ever will.,"[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]","Georgia, USA",United States,US,admin
2018-04-11 20:36:43,Prospect Lefferts Gardens,17637,4832,A Modest Proposal: Barricade Paul Ryan In The Capitol And Pummel Him With Oranges If He Tries To Emerge,"[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city
2018-04-11 20:35:33,warren ohio,385,459,@realDonaldTrump So Paul Ryan is getting out while the getting good! He sees the writing on the wall! When are you!,"[[[-80.811321, 41.155863], [-80.7075098, 41.155863], [-80.7075098, 41.2258701], [-80.811321, 41.2258701]]]","Niles, OH",United States,US,city
2018-04-11 20:34:57,"Bay area, CA",816,639,Whoa I thought Paul Ryan was the sign of surrender. https://t.co/wvo6YdojzV,"[[[-122.202424, 37.667637], [-122.122164, 37.667637], [-122.122164, 37.74245], [-122.202424, 37.74245]]]","San Leandro, CA",United States,US,city
2018-04-11 20:34:06,"Boston, Massachusetts",8261,5573,"#1 reason: @IronStache 

Five reasons it may have been a good idea for Paul Ryan not to run again https://t.co/unOZOi2T8l via @BostonGlobe","[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]","Boston, MA",United States,US,city
2018-04-11 20:33:55,The United States of America,1893,2220,Could Paul Ryan be heading to a position within the @POTUS White House?      ‘We've Developed a Good Friendship'  https://t.co/CzFrCWgsEh,"[[[-77.101955, 39.006318], [-77.0548602, 39.006318], [-77.0548602, 39.032879], [-77.101955, 39.032879]]]","South Kensington, MD",United States,US,city
2018-04-11 20:33:03,"Dundalk, MD",138,396,"It's a big day in politics

https://t.co/8TSVBflgRL","[[[-76.529818, 39.2227017], [-76.447351, 39.2227017], [-76.447351, 39.306282], [-76.529818, 39.306282]]]","Dundalk, MD",United States,US,city
2018-04-11 20:32:47,,164,107,"@realDonaldTrump I'm not!
Paul Ryan is a sucker.","[[[-109.060257, 36.992427], [-102.041524, 36.992427], [-102.041524, 41.003445], [-109.060257, 41.003445]]]","Colorado, USA",United States,US,admin
2018-04-11 20:32:28,Rochester NY,494,136,Know what I was thinking? I was thinking about how bullies like to hit and intimidate and threaten until someone st… https://t.co/bGpVkb6fXj,"[[[-79.76259, 40.477383], [-71.777492, 40.477383], [-71.777492, 45.015851], [-79.76259, 45.015851]]]","New York, USA",United States,US,admin
2018-04-11 20:31:06,"New York, NY",2453,3098,Paul Ryan is a bad person.,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
